Clip,Res,Tracker,IOU_Thresh,Dist_Thresh,SOTP,SOTA,Recall,Precision,FPF,SODP,MT,PT,ML,Completeness,FM,FPS,fp_count,fp_thresh_count,tp_count,fn_count,tn_count,N_objects,N_frames,N_match
Bike07,1280,mil,0.4,0.1,0.0642,0.7778,0.7778,0.7568,0.24,0.416,0,1,0,0.61,0.22,14.57,2,16,56,0,0,72,75,72
Bike07,1280,kcf,0.4,0.1,0.0007,0.0278,0.0278,1.0,0.0,0.9503,1,0,0,1.0,0.97,63.75,0,0,2,70,2,72,75,2
Bike07,1280,tld,0.4,0.1,0.2312,0.4306,0.4306,0.4189,0.5733,0.0425,0,0,1,0.07,0.57,9.48,2,41,31,0,0,72,75,72
Bike07,1280,medianflow,0.4,0.1,0.013,0.9444,0.9444,0.9189,0.08,0.6039,1,0,0,0.88,0.06,51.07,2,4,68,0,0,72,75,72
Bike07,1280,goturn,0.4,0.1,0.2933,0.2639,0.2639,0.2568,0.7333,0.0204,0,0,1,0.03,0.74,11.11,2,53,19,0,0,72,75,72
Bike07,1280,csrt,0.4,0.1,0.0036,1.0,1.0,0.973,0.0267,0.6381,1,0,0,0.89,0.0,21.62,2,0,72,0,0,72,75,72
